"BatchID","Fish Serial Number","Stomach Collection","Stomach Weight","Stomach Fullness","Notes","Fullness comments"
99,"HIPP3693",0,,,"6 copepods, 3 ostracods + residue",
99,"HIPP3694",0,,,"5 copepods, 1 ostracod, 1 amphipod + residue",
99,"HIPP3695",0,,,"1 copepod + residue incl remains cmpd eyes",
99,"HIPP3696",0,,,"3 copepods, 2 amphipods + residue incl 2 cmpd eyes",
99,"HIPP3697",0,,,"1 amphipod, 1 copepod, 2 ostracods + residue",
99,"HIPP3698",0,,,"4 copepods, 2 ostracods + residue",
99,"HIPP3699",0,,,"1 Thysanoessa, 27 ostracods, 2 copepods, 1 TST + residue incl chaetognath remains",
99,"HIPP3700",0,,,"2 Thysanoessa, 8 copepods, 5 ostracods + residue",
99,"HIPP3701",0,,,"2 copepods, 2 ostracods + residue",
99,"HIPP3702",0,,,"1 euphausid, 4 copepods, 3 ostracods, 1 amphipod + residue",
99,"HIPP3703",0,,,"1 Thysanoessa, 7 copepods, 1 ostracod + residue",
99,"HIPP3704",0,,,"1 Thysanoessa, 7 copepods + residue",
99,"HIPP3705",0,,,"1 euphausid, 3 copepods, 4 ostracods, 1 TST + residue",
99,"HIPP3706",0,,,"1 Thysanoessa, 8 copepods, 2 ostracods, 1 amphipod + residue","cyst on stomach wall (retained)"
99,"HIPP3707",0,,,"2 copepods + residue",
99,"HIPP3708",0,,,"4 copepods, 1 ostracod + residue","stomachs # 1-23 incl"
99,"HIPP3709",0,,,"6 copepods, 1 ostracod + residue incl 1 pteropod; total <0.01",
101,"3.58",0,,,"3 Thysanoessa, 4 TSTs, 2 copepods + residue incl copepod remains (incl Candacia)",
101,"HIPP3710",0,,,"whole fish retained",
101,"HIPP3711",0,,,"2 amphipods, 1 TST",
101,"HIPP3712",0,,,"1 amphipod, 2 copepods",
101,"HIPP3713",0,,,"1 TST",
101,"HIPP3714",0,,,"2 copepods, 1 amphipod",
101,"HIPP3715",0,,,"1 Thysanoessa, 1 TST + residue",
101,"HIPP3716",0,,,"2 TSTs + residue incl remains 1 euphausid, 1 pteropod",
101,"HIPP3717",0,,2.00,"small amt residue incl 2 TST eyes",
101,"HIPP3718",0,,,"3 copepods + residue",
101,"HIPP3719",0,,,"2 TST + residue",
101,"HIPP3720",0,,,"1 copepod + residue",
101,"HIPP3721",0,,2.00,"small amt residue",
101,"HIPP3722",0,,,"2 TSTs, 1 copepod + residue",
101,"HIPP3723",0,,,"1 euphausid",
101,"HIPP3724",0,,,"residue incl 1 pteropod",
101,"HIPP3725",0,,,"1 euphausid, 1 copepod, 1 TST + residue incl 4 TST eyes",
101,"HIPP3726",0,,,"residue incl remains 1 euphausid",
101,"HIPP3727",0,,,"residue incl 2 TSTs",
101,"HIPP3728",0,,,"1 euphausid, 1 copepod, 1 TST + residue",
101,"HIPP3729",0,,,"residue incl 1 pteropod",
101,"HIPP3730",0,,,"1 copepod + residue incl 2 TSTs",
101,"HIPP3731",0,,,"1 amphipod + residue incl 4 TST eyes",
101,"HIPP3732",0,,1.00,"1 amphipod, 1 TST + tiny amt residue incl 1 pteropod",
101,"HIPP3733",0,,,"1 ostracod, 1 TST + residue incl copepod remains",
101,"HIPP3734",0,,,"2 TST, 1 amphipod + residue",
101,"HIPP3735",0,,,"2 TSTs + residue",
101,"HIPP3736",0,,,,
101,"HIPP3737",0,,,,
101,"HIPP3738",0,,,,
101,"HIPP3739",0,,,,
101,"HIPP3740",0,,,,
101,"HIPP3741",0,,,,
101,"HIPP3742",0,,,,
101,"HIPP3743",0,,,,
101,"HIPP3744",0,,,,
101,"HIPP3745",0,,,,
101,"HIPP3746",0,,,,
101,"HIPP3747",0,,,,
101,"HIPP3748",0,,,,
101,"HIPP3749",0,,,,
101,"HIPP3750",0,,,,
101,"HIPP3751",0,,,,
101,"HIPP3752",0,,,,
101,"HIPP3753",0,,,,
101,"HIPP3754",0,,,,
101,"HIPP3755",0,,,,
101,"HIPP3756",0,,,,
101,"HIPP3757",0,,,,
101,"HIPP3758",0,,,,
101,"HIPP3759",0,,,,
101,"HIPP3760",0,,,,
101,"HIPP3761",0,,,,
101,"HIPP3762",0,,,,
101,"HIPP3763",0,,,,
101,"HIPP3764",0,,,,
101,"HIPP3765",0,,,,
101,"HIPP3766",0,,,,
101,"HIPP3767",0,,,,
101,"HIPP3768",0,,,,
101,"HIPP3769",0,,,,
101,"HIPP3770",0,,,,
101,"HIPP3771",0,,,,
101,"HIPP3772",0,,,,
101,"HIPP3773",0,,,,
101,"HIPP3774",0,,,,
101,"HIPP3775",0,,,,
101,"HIPP3776",0,,,,
101,"HIPP3777",0,,,,
101,"HIPP3778",0,,,,
101,"HIPP3779",0,,,,
101,"HIPP3780",0,,,,
101,"HIPP3781",0,,,,
101,"HIPP3782",0,,,,
101,"HIPP3783",0,,,,
101,"HIPP3784",0,,,,
101,"HIPP3785",0,,,,
101,"HIPP3786",0,,,,
101,"HIPP3787",0,,,,
101,"HIPP3788",0,,,,
101,"HIPP3789",0,,,,
101,"HIPP3790",0,,,,
101,"HIPP3791",0,,,,
101,"HIPP3792",0,,,,
101,"HIPP3793",0,,,,
101,"HIPP3794",0,,,,
101,"HIPP3795",0,,,,
101,"HIPP3796",0,,,,
101,"HIPP3797",0,,,,
101,"HIPP3798",0,,,,
101,"HIPP3799",0,,,,
101,"HIPP3800",0,,,,
101,"HIPP3801",0,,,,
101,"HIPP3802",0,,,,
101,"HIPP3803",0,,,,
101,"HIPP3804",0,,,,
101,"HIPP3805",0,,,,
101,"HIPP3806",0,,,,
101,"HIPP3807",0,,,,
101,"HIPP3808",0,,,,
101,"HIPP3809",0,,,,
101,"HIPP3810",0,,,,
101,"HIPP3811",0,,,,
101,"HIPP3812",0,,,,
101,"HIPP3813",0,,,,
101,"HIPP3814",0,,,,
101,"HIPP3815",0,,,,
101,"HIPP3816",0,,,,
101,"HIPP3817",0,,,,
101,"HIPP3818",0,,,,
101,"HIPP3819",0,,,,
101,"HIPP3820",0,,,,
101,"HIPP3821",0,,,,
101,"HIPP3822",0,,,,
101,"HIPP3823",0,,,,
101,"HIPP3824",0,,,,
101,"HIPP3825",0,,,,
101,"HIPP3826",0,,,,
101,"HIPP3827",0,,,,
101,"HIPP3828",0,,,,
101,"HIPP3829",0,,,"2 copepods + residue incl 2 cmpd eyes",
101,"HIPP3830",0,,2.00,"v small amt residue incl 1 cmpd eye + 1 fish scale",
101,"HIPP3831",0,,1.00,"1 copepod + tiny amt residue",
101,"HIPP3832",0,,,"2 copepods + residue of amphipod remains",
101,"HIPP3833",0,,,"1 euphausid, 1 TST, 1 copepod + residue incl amphipod remains",
101,"HIPP3834",0,,2.00,"1 copepod + small amt residue",
101,"HIPP3835",0,,,"1 TST, 1 ostracod + residue",
101,"HIPP3836",0,,0.00,"empty",
101,"HIPP3837",0,,2.00,"1 euphausid + small amt residue",
101,"HIPP3838",0,,,"amphipod remains",
101,"HIPP3839",0,,0.00,"empty",
101,"HIPP3840",0,,0.00,"empty",
101,"HIPP3841",0,,,"1 euphausid, 1 amphipod, 2 TST, 2 copepods + residue",
101,"HIPP3842",0,,0.00,"empty",
101,"HIPP3843",0,,,"residue incl 1 cmpd eye + amphipod remains",
101,"HIPP3844",0,,,"1 copepod + residue incl amphipod remains",
101,"HIPP3845",0,,0.00,"empty",
101,"HIPP3846",0,,0.00,"empty",
101,"HIPP3847",0,,,"1 amphipod, 1 chaetognath + residue",
101,"HIPP3848",0,,,"1 amphipod",
101,"HIPP3849",0,,,"2 euphausids (1 Thysanoessa)",
101,"HIPP3850",0,,,"1 amphipod, 2 TSTs",
101,"HIPP3851",0,,,"1 copepod, 2 fish scales + residue",
101,"HIPP3852",0,,,"1 copepod, 1 TST + residue incl 2 pteropods",
101,"HIPP3853",0,,,"1 copepod",
101,"HIPP3854",0,,,,
101,"HIPP3855",0,,,,
101,"HIPP3856",0,,,,
101,"HIPP3857",0,,,,
101,"HIPP3858",0,,,,
101,"HIPP3859",0,,,,
101,"HIPP3860",0,,,,
101,"HIPP3861",0,,,,
101,"HIPP3862",0,,,,
101,"HIPP3863",0,,,,
101,"HIPP3864",0,,,,
101,"HIPP3865",0,,,,
101,"HIPP3866",0,,,,
101,"HIPP3867",0,,,,
101,"HIPP3868",0,,,,
101,"HIPP3869",0,,,,
101,"HIPP3870",0,,,,
101,"HIPP3871",0,,,,
101,"HIPP3872",0,,,,
101,"HIPP3873",0,,,,
101,"HIPP3874",0,,,,
101,"HIPP3875",0,,,,
101,"HIPP3876",0,,,,
101,"HIPP3877",0,,,,
101,"HIPP3878",0,,,,
101,"HIPP3879",0,,,,
101,"HIPP3880",0,,,,
101,"HIPP3881",0,,,,
101,"HIPP3882",0,,,,
101,"HIPP3883",0,,,,
101,"HIPP3884",0,,,,
101,"HIPP3885",0,,,,
101,"HIPP3886",0,,,,
101,"HIPP3887",0,,,,
101,"HIPP3888",0,,,,
101,"HIPP3889",0,,,,
101,"HIPP3890",0,,,,
101,"HIPP3891",0,,,,
101,"HIPP3892",0,,,,
101,"HIPP3893",0,,,,
101,"HIPP3894",0,,,,
101,"HIPP3895",0,,,,
101,"HIPP3896",0,,,,
101,"HIPP3897",0,,,,
101,"HIPP3898",0,,,,
101,"HIPP3899",0,,,,
101,"HIPP3900",0,,,,
101,"HIPP3901",0,,,,
101,"HIPP3902",0,,,,
101,"HIPP3903",0,,,,
101,"HIPP3904",0,,,,
101,"HIPP3905",0,,,,
101,"HIPP3906",0,,,,
101,"HIPP3907",0,,,,
101,"HIPP3908",0,,,,
101,"HIPP3909",0,,,,
101,"HIPP3910",0,,,,
101,"HIPP3911",0,,,,
101,"HIPP3912",0,,,,
101,"HIPP3913",0,,,,
101,"HIPP3914",0,,,,
101,"HIPP3915",0,,,,
101,"HIPP3916",0,,,,
101,"HIPP3917",0,,,,
101,"HIPP3918",0,,,,
101,"HIPP3919",0,,,,
101,"HIPP3920",0,,,,
101,"HIPP3921",0,,,,
101,"HIPP3922",0,,,,
101,"HIPP3923",0,,,,
101,"HIPP3924",0,,,,
101,"HIPP3925",0,,,,
101,"HIPP3926",0,,,,
101,"HIPP3927",0,,,,
101,"HIPP3928",0,,,,
101,"HIPP3929",0,,,,
101,"HIPP3930",0,,,,
101,"HIPP3931",0,,,,
101,"HIPP3932",0,,,,
101,"HIPP3933",0,,,,
101,"HIPP3934",0,,,,
101,"HIPP3935",0,,,,
101,"HIPP3936",0,,,,
101,"HIPP3937",0,,,,
101,"HIPP3938",0,,,,
101,"HIPP3939",0,,,,
101,"HIPP3940",0,,,,
101,"HIPP3941",0,,,,
101,"HIPP3942",0,,,,
101,"HIPP3943",0,,,,
101,"HIPP3944",0,,,,
101,"HIPP3945",0,,,,
101,"HIPP3946",0,,,,
101,"HIPP3947",0,,,,
101,"HIPP3948",0,,,,
101,"HIPP3949",0,,,,
101,"HIPP3950",0,,,,
101,"HIPP3951",0,,,,
101,"HIPP3952",0,,,,
101,"HIPP3953",0,,,,
101,"HIPP3954",0,,,,
101,"HIPP3955",0,,,,
101,"HIPP3956",0,,,,
101,"HIPP3957",0,,,,
101,"HIPP3958",0,,,,
101,"HIPP3959",0,,,,
101,"HIPP3960",0,,,,
101,"HIPP3961",0,,,,
101,"HIPP3962",0,,,,
101,"HIPP3963",0,,,,
101,"HIPP3964",0,,,,
101,"HIPP3965",0,,,,
101,"HIPP3966",0,,,,
101,"HIPP3967",0,,,,
101,"HIPP3968",0,,,,
101,"HIPP3969",0,,,,
101,"HIPP3970",0,,,,
101,"HIPP3971",0,,,,
101,"HIPP3972",0,,,,
101,"HIPP3973",0,,,,
101,"HIPP3974",0,,,,
101,"HIPP3975",0,,,,
101,"HIPP3976",0,,,,
101,"HIPP3977",0,,,,
101,"HIPP3978",0,,,,
101,"HIPP3979",0,,,,
101,"HIPP3980",0,,,,
101,"HIPP3981",0,,,,
101,"HIPP3982",0,,,,
101,"HIPP3983",0,,,,
101,"HIPP3984",0,,,,
101,"HIPP3985",0,,,,
101,"HIPP3986",0,,,,
101,"HIPP3987",0,,,,
101,"HIPP3988",0,,,,
101,"HIPP3989",0,,,,
101,"HIPP3990",0,,,,
101,"HIPP3991",0,,,,
101,"HIPP3992",0,,,,
101,"HIPP3993",0,,,,
101,"HIPP3994",0,,,,
101,"HIPP3995",0,,,,
101,"HIPP3996",0,,,,
101,"HIPP3997",0,,,,
101,"HIPP3998",0,,,,
101,"HIPP3999",0,,,,
101,"HIPP4000",0,,,,
101,"HIPP4001",0,,,,
101,"HIPP4002",0,,,,
101,"HIPP4003",0,,,,
101,"HIPP4005",0,,,"3 euphausids (1 E.triacantha, 1 Thysanoessa) + residue incl copepod remains, 1 ostracod, 1 TST eye",
101,"HIPP4006",0,,,"1 amphipod (Themisto) + residue incl copepod remains + 11 TST eyes","2 cysts on outside of stomach wall: one erect, one"
101,"HIPP4007",0,,,,
101,"HIPP4008",0,,,,
101,"HIPP4009",0,,,"1 copepod, 1 ostracod, 5 TSTs (=3 E.triacantha) + residue incl 13 TST eyes",
101,"HIPP4010",0,,,,
101,"HIPP4011",0,,,"1 Thysanoessa, 2 copepods, 1 TST, 3 ostracods + residue incl copepods, + remains 10 TSTs",
101,"HIPP4012",0,,,,
101,"HIPP4013",0,,,,
101,"HIPP4014",0,,,"5 amphipods, 3 euphausids (2 Thys), 2 copepods, 9 TSTs, 1 chaetognath + residue incl 2 TST eyes",
101,"HIPP4015",0,,,"1 copepod, 1 ostracod + residue (total <0.01 g)",
101,"HIPP4016",0,,,"residue incl 2 TST eyes",
101,"HIPP4017",0,,,"1 amphipod, 1 euphausid, 2 copepods + residue incl 2 TST eyes",
101,"HIPP4018",0,,,"1 copepod + residue incl 2 euphausid remains",
101,"HIPP4019",0,,,"1 euphausid, 13 copepods, 5 ostracods + residue",
101,"HIPP4020",0,,,"4 copepods, 1 ostracod + residue incl 4 cmpd eyes",
101,"HIPP4021",0,,,"residue incl remains 4 euphausids",
101,"HIPP4022",0,,,"8 copepods, 4 ostracods + residue",
101,"HIPP4023",0,,,"1 Thysanoessa, 9 copepods + residue incl 2 lge cmpd eyes",
101,"HIPP4024",0,,,"8 copepods, 4 ostracods, 1 tiny amphipod + residue",
101,"HIPP4025",0,,,"4 copepods + residue",
101,"HIPP4026",0,,,"1 Thysanoessa, 11 copepods",
101,"HIPP4027",0,,,"5 copepods + residue",
101,"HIPP4028",0,,,"6 copepods, 1 TST + residue incl 1 small cmpd eye",
101,"HIPP4029",0,,1.00,"7 copepods, 3 ostracods + tiny amt residue",
101,"HIPP4030",0,,,"4 copepods + residue",
101,"HIPP4031",0,,,"7 copepods, 6 ostracods + residue",
101,"HIPP4032",0,,,"10 copepods, 3 ostracods + residue",
101,"HIPP4033",0,,,"1 euphausid, 6 copepods, 7 ostracods, 1 tiny amphipod + residue",
101,"HIPP4034",0,,,"11 copepods, 2 ostracods + residue incl 1 pteropod",
101,"HIPP4035",0,,,"5 copepods, 2 ostracods + residue incl 2 cmpd eyes",
101,"HIPP4036",0,,,"3 copepods + residue",
101,"HIPP4037",0,,,"6 copepods + residue",
101,"HIPP4038",0,,,"7 copepods + residue",
101,"HIPP4039",0,,,"3 copepods, 1 TST + residue",
101,"HIPP4040",0,,,"6 copepods + residue incl 2 cmpd eyes",
101,"HIPP4041",0,,,"9 copepods, 2 ostracods + residue incl remains 1 euphausid",
101,"HIPP4042",0,,,,
101,"HIPP4043",0,,,,
101,"HIPP4044",0,,,,
101,"HIPP4045",0,,,,
101,"HIPP4046",0,,,,
101,"HIPP4047",0,,,,
101,"HIPP4048",0,,,,
101,"HIPP4049",0,,,,
101,"HIPP4050",0,,,,
101,"HIPP4051",0,,,,
101,"HIPP4052",0,,,,
101,"HIPP4053",0,,,,
101,"HIPP4054",0,,,,
101,"HIPP4055",0,,,,
101,"HIPP4056",0,,,,
101,"HIPP4057",0,,,,
101,"HIPP4058",0,,,,
102,"HIPP4059",0,,,"1 euphausid, 1 TST + residue",
102,"HIPP4060",0,,,"7 TSTs, 2 amphipods, 8 copepods",
102,"HIPP4061",0,,,"2 copepods + residue incl 2 TST eyes",
102,"HIPP4062",0,,,"5 TSTs, 3 copepods",
102,"HIPP4063",0,,,"1 euphausid, 1 TST, 1 copepod, 1 E. triacantha",
102,"HIPP4064",0,,,"3 TSTs, 9 copepods + residue",
102,"HIPP4065",0,,,"1 euphausid, 2 copepods",
102,"HIPP4066",0,,,"1 euphausid, 2 TSTs, 2 amphipods, 5 copepods",
102,"HIPP4067",0,,,"2 ostracods, 2 copepods, 1 gastropod + residue incl 1 TST + copepod remains",
102,"HIPP4068",0,,,"1 copepod, 1 ostracod + residue",
102,"HIPP4069",0,,,"3 copepods + residue",
102,"HIPP4070",0,,,"residue incl ostracods + copepods",
102,"HIPP4071",0,,,"1 ostracod + residue",
102,"HIPP4072",0,,,"13 euphausids (1Thys), 6 copepods, 1 amphipod",
102,"HIPP4073",0,,,"1 copepod, 1 TST (E.triacantha) + residue",
102,"HIPP4074",0,,,"1 Thysanoessa, 3 copepods",
102,"HIPP4075",0,,2.00,"3 copepods + small amt residue",
102,"HIPP4076",0,,2.00,"1 copepod, 2 TST + small amt residue",
102,"HIPP4077",0,,,"3 copepods, 3 TSTs + residue",
102,"HIPP4078",0,,,"1 TST, 1 copepod",
102,"HIPP4079",0,,,,
102,"HIPP4080",0,,,,
102,"HIPP4081",0,,2.00,"small amt residue",
102,"HIPP4082",0,,,"10 copepods, 2 ostracods + residue",
102,"HIPP4083",0,,,"1 euphausid, 1 TST + residue",
103,"HIPP4084",0,,,"1 amphipod, 1 Thysanoessa, 10 copepods, 1 fish scale + residue incl amphipod remains",
103,"HIPP4085",0,,,"3 amphipods, 6 copepods, 1 euphausid, 1 ostracod",
103,"HIPP4086",0,,,"10 copepods, 1 euphausid",
103,"HIPP4087",0,,,"1 amphipod, 6 TSTs, 1 copepod + residue",
103,"HIPP4088",0,,,"residue incl 8 TST eyes + copepod remains",
103,"HIPP4089",0,,,"5 copepods",
103,"HIPP4090",0,,,"residue incl copepod remains",
103,"HIPP4091",0,,,"8 copepods + residue incl 4 TST eyes + copepod remains",
103,"HIPP4092",0,,,"residue incl crustacean limbs",
103,"HIPP4093",0,,,"3 copepods + residue incl copepod  + TST remains",
103,"HIPP4094",0,,,"residue incl 12 TST eyes + copepod remains",
103,"HIPP4095",0,,,"2 copepods + residue incl copepod remains",
103,"HIPP4096",0,,,"8 copepods + residue (copepod remains)",
103,"HIPP4097",0,,,"residue",
103,"HIPP4098",0,,0.00,"empty",
103,"HIPP4099",0,,,"residue incl copepod remains",
103,"HIPP4100",0,,2.00,"2 copepods + small amt residue",
103,"HIPP4101",0,,0.00,"empty",
103,"HIPP4102",0,,,"3 copepods + residue incl 3 TST eyes + copepod remains",
103,"HIPP4103",0,,0.00,"empty",
103,"HIPP4104",0,,0.00,"empty",
103,"HIPP4105",0,,,"residue incl copepod remains",
103,"HIPP4106",0,,,"8 copepods + residue incl 6 TST eyes + copepod remains",
103,"HIPP4107",0,,,"1 copepod",
103,"HIPP4108",0,,,"residue incl 1 TST eye + copepod remains",
103,"HIPP4109",0,,0.00,"empty",
103,"HIPP4110",0,,,"2 copepods + residue incl copepod  + 2 TST eyes",
103,"HIPP4111",0,,,"1 copepod",
103,"HIPP4112",0,,,"1 copepod",
103,"HIPP4113",0,,,,
103,"HIPP4114",0,,,,
103,"HIPP4115",0,,,,
103,"HIPP4116",0,,,,
103,"HIPP4117",0,,,,
103,"HIPP4118",0,,,,
103,"HIPP4119",0,,,,
103,"HIPP4120",0,,,,
103,"HIPP4121",0,,,,
103,"HIPP4122",0,,,,
103,"HIPP4123",0,,,,
103,"HIPP4124",0,,,,
103,"HIPP4125",0,,,,
103,"HIPP4126",0,,,,
103,"HIPP4127",0,,,,
103,"HIPP4128",0,,,,
103,"HIPP4129",0,,,,
103,"HIPP4130",0,,,,
103,"HIPP4131",0,,,,
103,"HIPP4132",0,,,,
103,"HIPP4133",0,,,,
103,"HIPP4134",0,,,,
103,"HIPP4135",0,,,,
103,"HIPP4136",0,,,,
103,"HIPP4137",0,,,,
103,"HIPP4138",0,,,,
103,"HIPP4139",0,,,"1 copepod + residue",
104,"HIPP4140",0,,,"1 Thysanoessa, 1 copepod, 2 TST + residue incl 3 pteropod + copepod remains",
104,"HIPP4141",0,,,"1 TST + residue incl copepod remains",
104,"HIPP4142",0,,,"3 amphipods, 1 TST, 1 euphausid + residue",
104,"HIPP4143",0,,,"1 euphausid, 7 TSTs, 1 ostracod, 2 amphipods + residue incl 1 TST",
104,"HIPP4144",0,,,"1 copepod, 1 ostracod + residue",
104,"HIPP4145",0,,,"residue incl 4 TST eyes + copepod remains",
104,"HIPP4146",0,,,"residue incl 2 TST eyes",
107,"HIPP4147",0,,,"1 copepod + residue incl amphipod + pteropod (1) remains",
107,"HIPP4148",0,,,"1 copepod (Candacia) + residue",
107,"HIPP4149",0,,,"residue incl copepod remains",
107,"HIPP4150",0,,,"residue incl 2 TST eyes",
107,"HIPP4151",0,,,"1 tiny amphipod + residue incl copepod (Pleuromamma) remains + 2 TST eyes",
107,"HIPP4152",0,,,"residue incl amphipod remains + 7 TST eyes",
107,"HIPP4153",0,,1.00,"tiny amt residue (copepod remains)",
107,"HIPP4154",0,,,"residue incl amphipod + copepod remains",
107,"HIPP4155",0,,2.00,"small amt residue incl copepod remains",
107,"HIPP4156",0,,,"1 gelatinous sphere ~ 1 mm, white nucleus + 1 copepod at back of gill chamber",
108,"HIPP4157",0,,2.00,"small amt residue incl amphipod remains + tiny worms? (parasites? Retained)",
108,"HIPP4158",0,,,"4 amphipods (Themisto) + remains 1 pteropod",
108,"HIPP4159",0,,,"7 amphipods + residue incl pteropod remains + tiny worms (parasites?)",
108,"HIPP4160",0,,2.00,"3 amphipods (Themisto_ + small amt residue incl remains 1 pteropod",
108,"HIPP4161",0,,,"2 euphausids + residue incl smphipod remains",
108,"HIPP4162",0,,,"residue incl amphipod remains",
108,"HIPP4163",0,,2.00,"small amt residue incl pteropod remains",
108,"HIPP4164",0,,,"residue incl amphipod remains",
108,"HIPP4165",0,,,"residue incl 4 TST eyes + amphipod remains",
108,"HIPP4166",0,,,"1 euphausid (prob E. vallentini)",
108,"HIPP4167",0,,2.00,"small amt residue",
108,"HIPP4168",0,,1.00,"2 amphipods (Themisto) + tiny amt residue - amphipod remains",
108,"HIPP4169",0,,1.00,"tiny amt residue",
108,"HIPP4170",0,,,"1 copepod (Candacia) + 1 pteropod ambo",
108,"HIPP4171",0,,,"residue incl amphipod remains",
108,"HIPP4172",0,,1.00,"tiny amt residue",
108,"HIPP4173",0,,1.00,"1 euphausid, 1 amphipod + tiny amt residue",
108,"HIPP4174",0,,0.00,"empty",
108,"HIPP4175",0,,,"residue incl copepod remains",
108,"HIPP4176",0,,2.00,"small amt residue incl 4 TST eyes",
108,"HIPP4177",0,,2.00,"small amt residue incl 4 TST eyes",
108,"HIPP4178",0,,2.00,"small amt residue incl remains 1 copepod + 1 amphipod",
108,"HIPP4179",0,,,"remains 1 copepod",
108,"HIPP4180",0,,0.00,"empty",
108,"HIPP4181",0,,1.00,"tiny amt residue",
108,"HIPP4182",0,,,,
108,"HIPP4183",0,,,,
108,"HIPP4184",0,,,,
108,"HIPP4185",0,,,,
108,"HIPP4186",0,,,,
108,"HIPP4187",0,,,,
108,"HIPP4188",0,,,,
108,"HIPP4189",0,,,,
108,"HIPP4190",0,,,"plus additional 8 damaged fish @ 8.3 g",
108,"HIPP4191",0,,,"2 euphausids (1 X 37mm E.triacantha)",
108,"HIPP4192",0,,,"1 copepod, 1 amphipod + residue incl 2 euphausids eyes + 4 TST eyes",
108,"HIPP4193",0,,,"3 euphausids (2 E. triacantha) + residue incl copepod remains",
108,"HIPP4194",0,,,"1 euphausid + residue incl amphipod remains",
108,"HIPP4195",0,,,"2 TSTs",
108,"HIPP4196",0,,,"1 tiny copepod, 1 TST eyes",
108,"HIPP4197",0,,0.00,"empty",
108,"HIPP4198",0,,2.00,"small amt residue incl amphipod remains",
108,"HIPP4199",0,,,"1 TST, 1 copepod, 1 ostracod",
108,"HIPP4200",0,,1.00,"1 TST (E. triacantha), 1 fish scale + tiny amt residue",
108,"HIPP4201",0,,,,
108,"HIPP4202",0,,,,
108,"HIPP4203",0,,,"7 copepods + residue incl copepod remains + 2 TST eyes",
108,"HIPP4204",0,,2.00,"small amt residue",
108,"HIPP4205",0,,,"3 copepods + residue incl copepod remains",
108,"HIPP4206",0,,,"residue incl 2 TST eyes",
108,"HIPP4207",0,,,"1 copepod + residue incl copepod remains + 2 TST eyes",
108,"HIPP4208",0,,,"1 copepod + residue incl copepod remains",
108,"HIPP4209",0,,2.00,"small amt residue incl copepod remains",
108,"HIPP4210",0,,2.00,"small amt residue incl copepod remains",
108,"HIPP4211",0,,,"1 copepod + residue",
108,"HIPP4212",0,,,"residue incl copepod remains",
108,"HIPP4213",0,,,"residue",
108,"HIPP4214",0,,,"residue incl copepod remains",
108,"HIPP4215",0,,,"1 copepod + residue incl copepod remains",
108,"HIPP4216",0,,2.00,"small amt residue",
108,"HIPP4217",0,,,"3 copepods + residue incl copepod remains + 4 TST eyes",
108,"HIPP4218",0,,,"1 copepod + residue incl copepod remains + 2 TST eyes",
108,"HIPP4219",0,,,"residue incl copepod remains + 2 TST eyes",
108,"HIPP4220",0,,,"residue","small erect cyst on outside of stomach wall"
108,"HIPP4221",0,,,"residue",
108,"HIPP4222",0,,,"residue incl 2 TST eyes",
108,"HIPP4223",0,,,"1 copepod + residue incl copepod remains + 2 TST eyes",
108,"HIPP4224",0,,2.00,"small amt residue incl copepod remains",
108,"HIPP4225",0,,2.00,"small amt residue incl copepod remains",
108,"HIPP4226",0,,2.00,"small amt residue",
108,"HIPP4227",0,,2.00,"small amt residue",
108,"HIPP4228",0,,,,
108,"HIPP4229",0,,,,
108,"HIPP4230",0,,,,
108,"HIPP4231",0,,,,
108,"HIPP4232",0,,,,
108,"HIPP4233",0,,,,
108,"HIPP4234",0,,,,
108,"HIPP4235",0,,,,
108,"HIPP4236",0,,,,
108,"HIPP4237",0,,,,
108,"HIPP4238",0,,,,
108,"HIPP4239",0,,,,
108,"HIPP4240",0,,,,
108,"HIPP4241",0,,,,
108,"HIPP4242",0,,,,
108,"HIPP4243",0,,,,
108,"HIPP4244",0,,,,
108,"HIPP4245",0,,,,
108,"HIPP4246",0,,,,
108,"HIPP4247",0,,,,
108,"HIPP4248",0,,,,
108,"HIPP4249",0,,,,
108,"HIPP4250",0,,,,
108,"HIPP4251",0,,,,
108,"HIPP4252",0,,,,
108,"HIPP4253",0,,,,
108,"HIPP4254",0,,,,
108,"HIPP4255",0,,,,
108,"HIPP4256",0,,,,
108,"HIPP4257",0,,,,
108,"HIPP4258",0,,,,
108,"HIPP4259",0,,,,
108,"HIPP4260",0,,,,
108,"HIPP4261",0,,,,
108,"HIPP4262",0,,,,
108,"HIPP4263",0,,,,
108,"HIPP4264",0,,,,
108,"HIPP4265",0,,,,
108,"HIPP4266",0,,,,
108,"HIPP4267",0,,,,
108,"HIPP4268",0,,,,
108,"HIPP4269",0,,,,
108,"HIPP4270",0,,,,
108,"HIPP4271",0,,,,
108,"HIPP4272",0,,,,
108,"HIPP4273",0,,,,
108,"HIPP4274",0,,,,
108,"HIPP4275",0,,,,
108,"HIPP4276",0,,,,
108,"HIPP4277",0,,,,
108,"HIPP4278",0,,,,
108,"HIPP4279",0,,,,
108,"HIPP4280",0,,,,
108,"HIPP4281",0,,,,
108,"HIPP4282",0,,,,
108,"HIPP4283",0,,,,
108,"HIPP4284",0,,,,
108,"HIPP4285",0,,,,
108,"HIPP4286",0,,,,
108,"HIPP4287",0,,,,
108,"HIPP4288",0,,,,
108,"HIPP4289",0,,,,
108,"HIPP4290",0,,,,
